-0.039094,0.060719,0.014754,0.075322,-0.014297,0.054203,-0.100929,1.000000
-0.062353,-0.025532,-0.003237,0.002254,-0.021650,0.089930,-0.109814,1.000000
0.049745,0.149270,-0.060576,-0.006602,0.087399,0.038216,-0.078690,1.000000
-0.096566,0.056427,0.067792,0.089095,0.089092,-0.025217,-0.109496,1.000000
-0.033492,0.141902,0.039592,0.056580,0.185650,-0.017011,-0.093222,1.000000
0.118810,0.012242,-0.144250,-0.039532,0.022735,0.007447,-0.114261,1.000000
-0.008261,0.177210,-0.009936,-0.040185,-0.005488,0.003580,-0.074251,1.000000
-0.013597,0.042014,-0.040751,-0.056593,-0.091711,0.000535,-0.089739,1.000000
-0.100349,0.052599,0.060537,0.010470,0.002306,-0.066460,-0.106603,1.000000
-0.056024,-0.181640,-0.013915,-0.115531,-0.004867,-0.010411,-0.108643,1.000000
-0.017165,0.123008,-0.001875,-0.027378,0.108101,0.002417,-0.103863,1.000000
-0.124570,0.073577,0.095330,0.068725,0.069834,0.006674,-0.095395,1.000000
-0.108249,-0.067869,0.047750,0.052936,0.007648,-0.073869,-0.096064,1.000000
-0.075179,0.014766,0.041892,0.072848,-0.006324,0.184466,-0.096213,1.000000
0.383335,0.097042,-0.175677,0.194978,-0.159735,-0.046970,-0.161409,1.000000
-0.109213,-0.001483,0.052385,0.059432,0.012263,-0.036753,-0.092538,1.000000
0.075096,0.065049,-0.091592,0.088173,-0.024000,0.078433,-0.115445,1.000000
-0.083264,-0.002508,0.033446,-0.011354,0.024009,-0.070348,-0.105862,1.000000
-0.042726,0.037753,-0.010162,0.045589,0.037709,0.021147,-0.107172,1.000000
-0.067635,-0.152304,0.017240,0.051019,-0.017627,-0.099522,-0.101781,1.000000
-0.012647,0.197038,0.005855,-0.057045,-0.078609,0.002598,-0.070380,1.000000
-0.117478,0.005049,0.066208,0.064172,-0.000620,0.028097,-0.096618,1.000000
-0.116827,0.132650,0.095032,0.029818,0.060339,0.038364,-0.080436,1.000000
0.103346,0.006775,-0.113828,0.109973,-0.052335,-0.015877,-0.128641,2.000000
-0.035022,-0.128496,-0.033139,-0.032900,0.000673,-0.046652,-0.112919,1.000000
0.168674,0.331510,-0.053403,-0.136058,-0.001380,-0.035124,-0.072606,1.000000
-0.038115,0.181910,0.022761,-0.034227,0.018878,-0.016732,-0.083893,1.000000
-0.053951,0.032689,0.007489,0.027275,0.111817,0.038324,-0.094982,1.000000
-0.092333,0.267638,0.155507,0.051756,0.105696,0.078323,-0.047924,1.000000
0.066552,0.208151,0.008954,0.083615,-0.087079,0.091473,-0.105502,1.000000
-0.102894,-0.084808,0.083193,0.103412,0.025600,-0.044736,-0.114106,1.000000
-0.086269,0.171650,0.140565,0.157526,0.140584,0.002818,-0.081787,1.000000
-0.097905,0.126296,0.061473,0.000269,0.011807,0.024185,-0.073367,1.000000
-0.073992,0.125155,0.036347,-0.027810,-0.049808,0.013071,-0.083647,1.000000
-0.123362,0.026003,0.075126,0.033349,-0.046959,-0.057974,-0.105095,1.000000
0.002036,-0.063611,-0.009894,0.050302,-0.084932,-0.131369,-0.126825,1.000000
-0.138103,-0.012902,0.119629,0.068811,-0.000152,-0.107610,-0.118873,1.000000
-0.095537,-0.064907,0.032162,-0.044502,-0.001026,-0.061332,-0.116850,1.000000
-0.021864,0.161136,0.016029,0.026451,-0.068687,0.036463,-0.094528,1.000000
-0.138061,-0.003833,0.092662,-0.030226,0.061207,0.016550,-0.099213,1.000000
0.025781,-0.134026,-0.086113,-0.045915,-0.017842,0.065260,-0.096811,1.000000
-0.127899,-0.083660,0.075244,0.015958,-0.135079,0.091345,-0.093270,1.000000
-0.020090,0.033909,-0.012625,-0.078964,-0.046598,-0.017350,-0.049019,1.000000
-0.067859,-0.083367,0.011825,0.066366,0.004591,-0.007124,-0.102022,1.000000
-0.109006,0.086351,0.090695,0.038152,0.045018,0.054955,-0.079920,1.000000
-0.000679,-0.067081,-0.037578,-0.019467,0.057096,0.029127,-0.114230,1.000000
-0.093367,0.159527,0.120949,0.035138,0.189990,-0.033867,-0.082873,1.000000
-0.065935,0.167656,0.110852,0.037028,0.119991,-0.120966,-0.085445,1.000000
0.057844,-0.037102,-0.107445,-0.047540,-0.039148,0.003052,-0.106715,1.000000
-0.066779,-0.093802,0.002695,0.040391,0.003853,-0.005481,-0.089459,1.000000
-0.083778,-0.143012,0.021229,0.018985,0.026598,-0.050321,-0.096447,1.000000
0.028024,-0.261265,-0.057950,-0.082914,-0.103858,0.015002,-0.126971,1.000000
0.619218,-0.126064,0.700028,-0.057102,-0.005116,0.025219,0.000000,1.000000
-0.118570,0.053155,0.091591,0.107946,0.105384,-0.016303,-0.083953,1.000000
-0.056047,0.088642,0.044690,0.059889,0.036488,0.061293,-0.070454,1.000000
