-0.049182,-0.017513,0.016488,0.014372,-0.009949,0.021900,-0.057652,1.000000
0.008531,-0.043476,0.028845,0.016281,0.003392,-0.005967,-0.055805,1.000000
0.084571,-0.073025,0.081988,-0.009105,-0.003181,0.000915,-0.039273,1.000000
-0.123457,0.025032,-0.014372,-0.040165,-0.006900,0.005556,-0.064028,1.000000
-0.044952,-0.018330,0.022352,-0.061802,-0.014852,0.013582,-0.053850,1.000000
0.267888,-0.081797,-0.089521,-0.027929,0.043480,0.014631,-0.064970,1.000000
0.083271,-0.072931,0.094590,-0.011939,-0.003293,0.005833,-0.038336,1.000000
-0.038162,-0.020553,0.012593,0.007144,-0.003306,-0.020727,-0.057093,1.000000
-0.082171,-0.001340,0.009722,-0.008859,-0.010005,0.005152,-0.059876,1.000000
-0.079097,0.006056,-0.037624,0.029709,0.035034,0.003165,-0.071037,1.000000
0.013237,-0.044990,0.030585,-0.020564,0.006613,0.003136,-0.057783,1.000000
-0.151797,0.038336,0.003179,-0.016233,-0.023326,0.015384,-0.059374,1.000000
-0.185873,0.063360,-0.020322,0.005029,-0.016713,-0.003959,-0.068230,1.000000
-0.050089,-0.019672,0.046167,0.040859,-0.019555,-0.001574,-0.054022,1.000000
0.614865,0.003315,-0.253622,0.023403,-0.065265,-0.003354,-0.087025,1.000000
-0.115057,0.015817,0.008992,0.004379,-0.018201,0.009655,-0.059784,1.000000
0.220953,-0.079557,-0.080714,0.017991,-0.027411,0.003226,-0.070114,1.000000
-0.201185,0.079803,-0.034153,-0.034206,-0.019983,-0.052621,-0.077541,1.000000
-0.039676,-0.024119,0.033489,-0.017361,-0.014783,0.000158,-0.054449,1.000000
-0.199816,0.081029,-0.058432,0.003025,-0.005428,0.020981,-0.072056,1.000000
0.073166,-0.069565,0.084188,-0.002814,0.001082,-0.002632,-0.042569,1.000000
-0.127434,0.022284,0.016154,0.019761,-0.011202,0.025107,-0.059456,1.000000
-0.029142,-0.032762,0.088245,-0.004384,-0.019319,0.003062,-0.045092,1.000000
0.302854,-0.059165,-0.183315,0.002001,-0.038148,-0.004396,-0.084525,2.000000
-0.166821,0.069485,-0.097394,-0.027752,0.016454,-0.003927,-0.079187,1.000000
0.289854,-0.107001,0.141268,-0.036795,0.032946,-0.010292,-0.018460,1.000000
0.101283,-0.077040,0.154511,-0.008340,-0.006517,-0.009700,-0.031131,1.000000
-0.023449,-0.028680,0.012095,-0.007858,0.001262,0.007628,-0.058943,1.000000
0.099470,-0.077744,0.146125,-0.018463,-0.015773,-0.000362,-0.029274,1.000000
0.014736,-0.048209,0.065979,0.014188,-0.016499,0.019694,-0.044218,1.000000
-0.249698,0.112271,-0.026120,-0.010064,-0.041179,-0.000042,-0.067411,1.000000
-0.077911,-0.005229,0.046935,-0.046662,-0.030322,0.031381,-0.049281,1.000000
-0.036943,-0.027987,0.064172,-0.009454,-0.014777,0.010883,-0.047644,1.000000
0.005505,-0.046760,0.096565,0.022951,-0.004782,0.009159,-0.044405,1.000000
-0.137823,0.031602,-0.007801,-0.017799,-0.019169,0.003229,-0.064312,1.000000
-0.239741,0.114703,-0.055924,0.036073,-0.022418,0.012338,-0.085776,1.000000
-0.248379,0.123974,-0.062986,-0.081040,-0.032989,0.001485,-0.075982,1.000000
-0.111602,0.023230,-0.038681,-0.026341,0.012824,-0.026849,-0.073781,1.000000
-0.060857,-0.014180,0.050412,0.048141,-0.026699,0.006109,-0.053970,1.000000
-0.105522,0.006477,0.047818,-0.014575,-0.015535,0.002256,-0.055729,1.000000
0.098256,-0.072771,0.032382,0.006240,0.020820,-0.004997,-0.049296,1.000000
0.003260,-0.041455,0.029552,0.005636,0.000557,-0.007516,-0.056851,1.000000
-0.213092,0.095571,-0.073776,0.024283,0.008696,0.035650,-0.063101,1.000000
-0.070137,-0.008276,0.021595,0.016193,-0.021335,0.004401,-0.061051,1.000000
-0.158867,0.038475,0.064192,0.062179,-0.037770,-0.011577,-0.049317,1.000000
-0.052632,0.003819,-0.085035,0.002359,0.036277,0.022798,-0.078096,1.000000
-0.084172,-0.001708,0.046271,-0.064800,-0.023975,-0.011630,-0.053271,1.000000
-0.135648,0.032079,0.023167,-0.084941,-0.035590,0.036586,-0.050789,1.000000
0.111922,-0.074837,0.020006,-0.001278,0.023676,-0.009205,-0.051616,1.000000
-0.170819,0.056383,-0.032862,0.006955,-0.023380,0.013606,-0.065339,1.000000
-0.155475,0.050189,-0.050363,-0.018904,-0.005838,0.018974,-0.068086,1.000000
-0.115501,0.037374,-0.081201,0.072242,0.027827,-0.005704,-0.078239,1.000000
0.358585,0.886487,0.121288,0.002752,0.004640,-0.004988,0.000000,1.000000
-0.110244,0.014029,0.011406,-0.033567,-0.026416,0.018669,-0.055851,1.000000
-0.056734,-0.016251,0.035764,-0.001421,-0.013075,0.022702,-0.050554,1.000000
-0.190045,0.080206,-0.028812,-0.009222,-0.018875,-0.120305,-0.091078,1.000000
-0.068019,-0.010754,0.034227,-0.022293,-0.019477,-0.005440,-0.054494,1.000000
-0.141915,0.065852,-0.132856,-0.040986,0.031974,-0.009791,-0.083647,1.000000
0.022401,-0.050930,0.058635,-0.006351,0.006568,-0.001672,-0.050590,1.000000
0.003687,-0.029871,-0.037998,0.029176,0.047812,-0.004427,-0.069643,1.000000
0.069076,-0.067397,0.075349,-0.003280,-0.002882,0.009173,-0.044491,1.000000
0.113777,-0.075984,0.023261,0.002830,0.010799,0.003785,-0.053545,1.000000
0.180264,-0.092324,0.120429,-0.025301,0.002717,0.009722,-0.023975,1.000000
0.009418,-0.045332,0.051983,0.002787,0.010508,0.006998,-0.056963,1.000000
0.020821,-0.021577,-0.103239,0.033838,0.025953,0.000890,-0.072799,1.000000
-0.049523,-0.013975,-0.010958,0.008486,0.013643,-0.001937,-0.063747,1.000000
-0.063687,-0.016339,0.069671,-0.018188,-0.014392,-0.001532,-0.046050,1.000000
-0.203794,0.081804,-0.046724,-0.003761,-0.001248,-0.038938,-0.076621,3.000000
-0.005483,-0.039487,0.051217,-0.038339,0.000587,-0.000728,-0.048522,1.000000
0.174412,-0.093442,0.124190,-0.009586,-0.014697,-0.003090,-0.032818,1.000000
-0.104817,0.014314,-0.015172,-0.002001,-0.001836,0.016751,-0.063932,1.000000
-0.039976,-0.025362,0.046350,-0.002055,-0.013633,0.001801,-0.051852,1.000000
0.023258,-0.051152,0.057267,0.011261,-0.009936,0.011791,-0.052266,1.000000
0.003515,-0.045949,0.087895,0.000290,-0.018832,0.013368,-0.040405,1.000000
-0.011785,-0.027990,-0.022416,-0.020911,-0.005824,0.010339,-0.063905,1.000000
